number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-5
successful step! iteration = 2484 , error before = 19089.399155 , error next = 19089.398519 , error change = 0.000636 , lambda = 0.200000 , time consumption = 0.458718s

unsuccessful step! iteration = 2485 , error before = 19089.398519 , error next = 19089.399320 , error change = -0.000802 , lambda = 2.000000 , time consumption = 0.458219s

successful step! iteration = 2486 , error before = 19089.398519 , error next = 19089.397890 , error change = 0.000628 , lambda = 0.200000 , time consumption = 0.458829s

unsuccessful step! iteration = 2487 , error before = 19089.397890 , error next = 19089.398682 , error change = -0.000792 , lambda = 2.000000 , time consumption = 0.458738s

successful step! iteration = 2488 , error before = 19089.397890 , error next = 19089.397269 , error change = 0.000621 , lambda = 0.200000 , time consumption = 0.458142s

unsuccessful step! iteration = 2489 , error before = 19089.397269 , error next = 19089.398052 , error change = -0.000783 , lambda = 2.000000 , time consumption = 0.457410s

successful step! iteration = 2490 , error before = 19089.397269 , error next = 19089.396656 , error change = 0.000613 , lambda = 0.200000 , time consumption = 0.457819s

unsuccessful step! iteration = 2491 , error before = 19089.396656 , error next = 19089.397429 , error change = -0.000773 , lambda = 2.000000 , time consumption = 0.457510s

successful step! iteration = 2492 , error before = 19089.396656 , error next = 19089.396050 , error change = 0.000606 , lambda = 0.200000 , time consumption = 0.455243s

unsuccessful step! iteration = 2493 , error before = 19089.396050 , error next = 19089.396814 , error change = -0.000764 , lambda = 2.000000 , time consumption = 0.455835s

successful step! iteration = 2494 , error before = 19089.396050 , error next = 19089.395451 , error change = 0.000599 , lambda = 0.200000 , time consumption = 0.457628s

unsuccessful step! iteration = 2495 , error before = 19089.395451 , error next = 19089.396206 , error change = -0.000755 , lambda = 2.000000 , time consumption = 0.458000s

successful step! iteration = 2496 , error before = 19089.395451 , error next = 19089.394860 , error change = 0.000592 , lambda = 0.200000 , time consumption = 0.458197s

unsuccessful step! iteration = 2497 , error before = 19089.394860 , error next = 19089.395605 , error change = -0.000746 , lambda = 2.000000 , time consumption = 0.458003s

successful step! iteration = 2498 , error before = 19089.394860 , error next = 19089.394275 , error change = 0.000585 , lambda = 0.200000 , time consumption = 0.464974s

unsuccessful step! iteration = 2499 , error before = 19089.394275 , error next = 19089.395012 , error change = -0.000737 , lambda = 2.000000 , time consumption = 0.471930s

successful step! iteration = 2500 , error before = 19089.394275 , error next = 19089.393698 , error change = 0.000577 , lambda = 0.200000 , time consumption = 0.462196s

unsuccessful step! iteration = 2501 , error before = 19089.393698 , error next = 19089.394426 , error change = -0.000728 , lambda = 2.000000 , time consumption = 0.466828s

successful step! iteration = 2502 , error before = 19089.393698 , error next = 19089.393127 , error change = 0.000571 , lambda = 0.200000 , time consumption = 0.463539s

unsuccessful step! iteration = 2503 , error before = 19089.393127 , error next = 19089.393846 , error change = -0.000719 , lambda = 2.000000 , time consumption = 0.468137s

successful step! iteration = 2504 , error before = 19089.393127 , error next = 19089.392563 , error change = 0.000564 , lambda = 0.200000 , time consumption = 0.495431s

unsuccessful step! iteration = 2505 , error before = 19089.392563 , error next = 19089.393274 , error change = -0.000711 , lambda = 2.000000 , time consumption = 0.466173s

successful step! iteration = 2506 , error before = 19089.392563 , error next = 19089.392006 , error change = 0.000557 , lambda = 0.200000 , time consumption = 0.465702s

unsuccessful step! iteration = 2507 , error before = 19089.392006 , error next = 19089.392708 , error change = -0.000702 , lambda = 2.000000 , time consumption = 0.475280s

successful step! iteration = 2508 , error before = 19089.392006 , error next = 19089.391456 , error change = 0.000550 , lambda = 0.200000 , time consumption = 0.470382s

unsuccessful step! iteration = 2509 , error before = 19089.391456 , error next = 19089.392150 , error change = -0.000694 , lambda = 2.000000 , time consumption = 0.468575s

successful step! iteration = 2510 , error before = 19089.391456 , error next = 19089.390912 , error change = 0.000544 , lambda = 0.200000 , time consumption = 0.472493s

unsuccessful step! iteration = 2511 , error before = 19089.390912 , error next = 19089.391598 , error change = -0.000685 , lambda = 2.000000 , time consumption = 0.473851s

successful step! iteration = 2512 , error before = 19089.390912 , error next = 19089.390375 , error change = 0.000537 , lambda = 0.200000 , time consumption = 0.468785s

unsuccessful step! iteration = 2513 , error before = 19089.390375 , error next = 19089.391052 , error change = -0.000677 , lambda = 2.000000 , time consumption = 0.475274s

successful step! iteration = 2514 , error before = 19089.390375 , error next = 19089.389845 , error change = 0.000531 , lambda = 0.200000 , time consumption = 0.470844s

unsuccessful step! iteration = 2515 , error before = 19089.389845 , error next = 19089.390514 , error change = -0.000669 , lambda = 2.000000 , time consumption = 0.462931s

successful step! iteration = 2516 , error before = 19089.389845 , error next = 19089.389320 , error change = 0.000524 , lambda = 0.200000 , time consumption = 0.465395s

unsuccessful step! iteration = 2517 , error before = 19089.389320 , error next = 19089.389981 , error change = -0.000661 , lambda = 2.000000 , time consumption = 0.462463s

successful step! iteration = 2518 , error before = 19089.389320 , error next = 19089.388802 , error change = 0.000518 , lambda = 0.200000 , time consumption = 0.463958s

unsuccessful step! iteration = 2519 , error before = 19089.388802 , error next = 19089.389455 , error change = -0.000653 , lambda = 2.000000 , time consumption = 0.464210s

successful step! iteration = 2520 , error before = 19089.388802 , error next = 19089.388290 , error change = 0.000512 , lambda = 0.200000 , time consumption = 0.473556s

unsuccessful step! iteration = 2521 , error before = 19089.388290 , error next = 19089.388936 , error change = -0.000645 , lambda = 2.000000 , time consumption = 0.465058s

successful step! iteration = 2522 , error before = 19089.388290 , error next = 19089.387785 , error change = 0.000506 , lambda = 0.200000 , time consumption = 0.463348s

unsuccessful step! iteration = 2523 , error before = 19089.387785 , error next = 19089.388422 , error change = -0.000637 , lambda = 2.000000 , time consumption = 0.465073s

successful step! iteration = 2524 , error before = 19089.387785 , error next = 19089.387285 , error change = 0.000500 , lambda = 0.200000 , time consumption = 0.480485s

unsuccessful step! iteration = 2525 , error before = 19089.387285 , error next = 19089.387915 , error change = -0.000630 , lambda = 2.000000 , time consumption = 0.466063s

successful step! iteration = 2526 , error before = 19089.387285 , error next = 19089.386791 , error change = 0.000494 , lambda = 0.200000 , time consumption = 0.463824s

unsuccessful step! iteration = 2527 , error before = 19089.386791 , error next = 19089.387414 , error change = -0.000622 , lambda = 2.000000 , time consumption = 0.467436s

successful step! iteration = 2528 , error before = 19089.386791 , error next = 19089.386304 , error change = 0.000488 , lambda = 0.200000 , time consumption = 0.486519s

unsuccessful step! iteration = 2529 , error before = 19089.386304 , error next = 19089.386918 , error change = -0.000615 , lambda = 2.000000 , time consumption = 0.480516s

successful step! iteration = 2530 , error before = 19089.386304 , error next = 19089.385822 , error change = 0.000482 , lambda = 0.200000 , time consumption = 0.467787s

unsuccessful step! iteration = 2531 , error before = 19089.385822 , error next = 19089.386429 , error change = -0.000607 , lambda = 2.000000 , time consumption = 0.474599s

successful step! iteration = 2532 , error before = 19089.385822 , error next = 19089.385346 , error change = 0.000476 , lambda = 0.200000 , time consumption = 0.484633s

unsuccessful step! iteration = 2533 , error before = 19089.385346 , error next = 19089.385946 , error change = -0.000600 , lambda = 2.000000 , time consumption = 0.470082s

successful step! iteration = 2534 , error before = 19089.385346 , error next = 19089.384875 , error change = 0.000470 , lambda = 0.200000 , time consumption = 0.479603s

unsuccessful step! iteration = 2535 , error before = 19089.384875 , error next = 19089.385468 , error change = -0.000593 , lambda = 2.000000 , time consumption = 0.477417s

successful step! iteration = 2536 , error before = 19089.384875 , error next = 19089.384411 , error change = 0.000465 , lambda = 0.200000 , time consumption = 0.468383s

unsuccessful step! iteration = 2537 , error before = 19089.384411 , error next = 19089.384996 , error change = -0.000586 , lambda = 2.000000 , time consumption = 0.464798s

successful step! iteration = 2538 , error before = 19089.384411 , error next = 19089.383952 , error change = 0.000459 , lambda = 0.200000 , time consumption = 0.463401s

unsuccessful step! iteration = 2539 , error before = 19089.383952 , error next = 19089.384530 , error change = -0.000579 , lambda = 2.000000 , time consumption = 0.469706s

successful step! iteration = 2540 , error before = 19089.383952 , error next = 19089.383498 , error change = 0.000454 , lambda = 0.200000 , time consumption = 0.461415s

unsuccessful step! iteration = 2541 , error before = 19089.383498 , error next = 19089.384070 , error change = -0.000572 , lambda = 2.000000 , time consumption = 0.458840s

successful step! iteration = 2542 , error before = 19089.383498 , error next = 19089.383050 , error change = 0.000448 , lambda = 0.200000 , time consumption = 0.460405s

unsuccessful step! iteration = 2543 , error before = 19089.383050 , error next = 19089.383615 , error change = -0.000565 , lambda = 2.000000 , time consumption = 0.457627s

successful step! iteration = 2544 , error before = 19089.383050 , error next = 19089.382607 , error change = 0.000443 , lambda = 0.200000 , time consumption = 0.457257s

unsuccessful step! iteration = 2545 , error before = 19089.382607 , error next = 19089.383165 , error change = -0.000558 , lambda = 2.000000 , time consumption = 0.457059s

successful step! iteration = 2546 , error before = 19089.382607 , error next = 19089.382169 , error change = 0.000438 , lambda = 0.200000 , time consumption = 0.456008s

unsuccessful step! iteration = 2547 , error before = 19089.382169 , error next = 19089.382721 , error change = -0.000551 , lambda = 2.000000 , time consumption = 0.456828s

successful step! iteration = 2548 , error before = 19089.382169 , error next = 19089.381737 , error change = 0.000432 , lambda = 0.200000 , time consumption = 0.457513s

unsuccessful step! iteration = 2549 , error before = 19089.381737 , error next = 19089.382282 , error change = -0.000545 , lambda = 2.000000 , time consumption = 0.458898s

successful step! iteration = 2550 , error before = 19089.381737 , error next = 19089.381310 , error change = 0.000427 , lambda = 0.200000 , time consumption = 0.458432s
