number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-10

successful step! iteration = 1274 , error before = 19167.016327 , error next = 19166.091132 , error change = 0.925196 , lambda = 0.200000 , time consumption = 0.495956s

unsuccessful step! iteration = 1275 , error before = 19166.091132 , error next = 19167.257290 , error change = -1.166158 , lambda = 2.000000 , time consumption = 0.487198s

successful step! iteration = 1276 , error before = 19166.091132 , error next = 19165.176916 , error change = 0.914216 , lambda = 0.200000 , time consumption = 0.481810s

unsuccessful step! iteration = 1277 , error before = 19165.176916 , error next = 19166.329234 , error change = -1.152319 , lambda = 2.000000 , time consumption = 0.493289s

successful step! iteration = 1278 , error before = 19165.176916 , error next = 19164.273551 , error change = 0.903365 , lambda = 0.200000 , time consumption = 0.501558s

unsuccessful step! iteration = 1279 , error before = 19164.273551 , error next = 19165.412193 , error change = -1.138642 , lambda = 2.000000 , time consumption = 0.497869s

successful step! iteration = 1280 , error before = 19164.273551 , error next = 19163.380908 , error change = 0.892643 , lambda = 0.200000 , time consumption = 0.481955s

unsuccessful step! iteration = 1281 , error before = 19163.380908 , error next = 19164.506035 , error change = -1.125127 , lambda = 2.000000 , time consumption = 0.482295s

successful step! iteration = 1282 , error before = 19163.380908 , error next = 19162.498861 , error change = 0.882047 , lambda = 0.200000 , time consumption = 0.483855s

unsuccessful step! iteration = 1283 , error before = 19162.498861 , error next = 19163.610633 , error change = -1.111772 , lambda = 2.000000 , time consumption = 0.484297s

successful step! iteration = 1284 , error before = 19162.498861 , error next = 19161.627286 , error change = 0.871576 , lambda = 0.200000 , time consumption = 0.488381s

unsuccessful step! iteration = 1285 , error before = 19161.627286 , error next = 19162.725860 , error change = -1.098574 , lambda = 2.000000 , time consumption = 0.482450s

successful step! iteration = 1286 , error before = 19161.627286 , error next = 19160.766057 , error change = 0.861229 , lambda = 0.200000 , time consumption = 0.483513s

unsuccessful step! iteration = 1287 , error before = 19160.766057 , error next = 19161.851590 , error change = -1.085533 , lambda = 2.000000 , time consumption = 0.477477s

successful step! iteration = 1288 , error before = 19160.766057 , error next = 19159.915054 , error change = 0.851003 , lambda = 0.200000 , time consumption = 0.475778s

unsuccessful step! iteration = 1289 , error before = 19159.915054 , error next = 19160.987698 , error change = -1.072645 , lambda = 2.000000 , time consumption = 0.486252s

successful step! iteration = 1290 , error before = 19159.915054 , error next = 19159.074155 , error change = 0.840899 , lambda = 0.200000 , time consumption = 0.469066s

unsuccessful step! iteration = 1291 , error before = 19159.074155 , error next = 19160.134064 , error change = -1.059909 , lambda = 2.000000 , time consumption = 0.474117s

successful step! iteration = 1292 , error before = 19159.074155 , error next = 19158.243240 , error change = 0.830914 , lambda = 0.200000 , time consumption = 0.470112s

unsuccessful step! iteration = 1293 , error before = 19158.243240 , error next = 19159.290564 , error change = -1.047324 , lambda = 2.000000 , time consumption = 0.475392s

successful step! iteration = 1294 , error before = 19158.243240 , error next = 19157.422193 , error change = 0.821047 , lambda = 0.200000 , time consumption = 0.475754s

unsuccessful step! iteration = 1295 , error before = 19157.422193 , error next = 19158.457081 , error change = -1.034887 , lambda = 2.000000 , time consumption = 0.476420s

successful step! iteration = 1296 , error before = 19157.422193 , error next = 19156.610897 , error change = 0.811297 , lambda = 0.200000 , time consumption = 0.467614s

unsuccessful step! iteration = 1297 , error before = 19156.610897 , error next = 19157.633494 , error change = -1.022598 , lambda = 2.000000 , time consumption = 0.463414s

successful step! iteration = 1298 , error before = 19156.610897 , error next = 19155.809235 , error change = 0.801661 , lambda = 0.200000 , time consumption = 0.465176s

unsuccessful step! iteration = 1299 , error before = 19155.809235 , error next = 19156.819688 , error change = -1.010453 , lambda = 2.000000 , time consumption = 0.471187s

successful step! iteration = 1300 , error before = 19155.809235 , error next = 19155.017095 , error change = 0.792140 , lambda = 0.200000 , time consumption = 0.468921s

unsuccessful step! iteration = 1301 , error before = 19155.017095 , error next = 19156.015547 , error change = -0.998452 , lambda = 2.000000 , time consumption = 0.467360s

successful step! iteration = 1302 , error before = 19155.017095 , error next = 19154.234365 , error change = 0.782731 , lambda = 0.200000 , time consumption = 0.466021s

unsuccessful step! iteration = 1303 , error before = 19154.234365 , error next = 19155.220957 , error change = -0.986593 , lambda = 2.000000 , time consumption = 0.475812s

successful step! iteration = 1304 , error before = 19154.234365 , error next = 19153.460931 , error change = 0.773433 , lambda = 0.200000 , time consumption = 0.470622s

unsuccessful step! iteration = 1305 , error before = 19153.460931 , error next = 19154.435805 , error change = -0.974874 , lambda = 2.000000 , time consumption = 0.468665s

successful step! iteration = 1306 , error before = 19153.460931 , error next = 19152.696686 , error change = 0.764245 , lambda = 0.200000 , time consumption = 0.474898s

unsuccessful step! iteration = 1307 , error before = 19152.696686 , error next = 19153.659979 , error change = -0.963293 , lambda = 2.000000 , time consumption = 0.485250s

successful step! iteration = 1308 , error before = 19152.696686 , error next = 19151.941520 , error change = 0.755166 , lambda = 0.200000 , time consumption = 0.488716s

unsuccessful step! iteration = 1309 , error before = 19151.941520 , error next = 19152.893369 , error change = -0.951849 , lambda = 2.000000 , time consumption = 0.489323s

successful step! iteration = 1310 , error before = 19151.941520 , error next = 19151.195326 , error change = 0.746194 , lambda = 0.200000 , time consumption = 0.474383s

unsuccessful step! iteration = 1311 , error before = 19151.195326 , error next = 19152.135867 , error change = -0.940541 , lambda = 2.000000 , time consumption = 0.464896s

successful step! iteration = 1312 , error before = 19151.195326 , error next = 19150.457998 , error change = 0.737328 , lambda = 0.200000 , time consumption = 0.466304s

unsuccessful step! iteration = 1313 , error before = 19150.457998 , error next = 19151.387364 , error change = -0.929366 , lambda = 2.000000 , time consumption = 0.466868s

successful step! iteration = 1314 , error before = 19150.457998 , error next = 19149.729431 , error change = 0.728567 , lambda = 0.200000 , time consumption = 0.465803s

unsuccessful step! iteration = 1315 , error before = 19149.729431 , error next = 19150.647754 , error change = -0.918323 , lambda = 2.000000 , time consumption = 0.477484s

successful step! iteration = 1316 , error before = 19149.729431 , error next = 19149.009521 , error change = 0.719910 , lambda = 0.200000 , time consumption = 0.473871s

unsuccessful step! iteration = 1317 , error before = 19149.009521 , error next = 19149.916932 , error change = -0.907411 , lambda = 2.000000 , time consumption = 0.473243s

successful step! iteration = 1318 , error before = 19149.009521 , error next = 19148.298167 , error change = 0.711354 , lambda = 0.200000 , time consumption = 0.478771s

unsuccessful step! iteration = 1319 , error before = 19148.298167 , error next = 19149.194795 , error change = -0.896628 , lambda = 2.000000 , time consumption = 0.474683s

successful step! iteration = 1320 , error before = 19148.298167 , error next = 19147.595266 , error change = 0.702900 , lambda = 0.200000 , time consumption = 0.472895s

unsuccessful step! iteration = 1321 , error before = 19147.595266 , error next = 19148.481239 , error change = -0.885973 , lambda = 2.000000 , time consumption = 0.487623s

successful step! iteration = 1322 , error before = 19147.595266 , error next = 19146.900720 , error change = 0.694547 , lambda = 0.200000 , time consumption = 0.495602s

unsuccessful step! iteration = 1323 , error before = 19146.900720 , error next = 19147.776163 , error change = -0.875443 , lambda = 2.000000 , time consumption = 0.479202s

successful step! iteration = 1324 , error before = 19146.900720 , error next = 19146.214428 , error change = 0.686291 , lambda = 0.200000 , time consumption = 0.490549s

unsuccessful step! iteration = 1325 , error before = 19146.214428 , error next = 19147.079466 , error change = -0.865038 , lambda = 2.000000 , time consumption = 0.478689s

successful step! iteration = 1326 , error before = 19146.214428 , error next = 19145.536295 , error change = 0.678134 , lambda = 0.200000 , time consumption = 0.483274s

unsuccessful step! iteration = 1327 , error before = 19145.536295 , error next = 19146.391051 , error change = -0.854756 , lambda = 2.000000 , time consumption = 0.477945s

successful step! iteration = 1328 , error before = 19145.536295 , error next = 19144.866222 , error change = 0.670073 , lambda = 0.200000 , time consumption = 0.480356s

unsuccessful step! iteration = 1329 , error before = 19144.866222 , error next = 19145.710817 , error change = -0.844596 , lambda = 2.000000 , time consumption = 0.477351s

successful step! iteration = 1330 , error before = 19144.866222 , error next = 19144.204115 , error change = 0.662107 , lambda = 0.200000 , time consumption = 0.471668s

unsuccessful step! iteration = 1331 , error before = 19144.204115 , error next = 19145.038670 , error change = -0.834556 , lambda = 2.000000 , time consumption = 0.479729s

successful step! iteration = 1332 , error before = 19144.204115 , error next = 19143.549879 , error change = 0.654236 , lambda = 0.200000 , time consumption = 0.504794s

unsuccessful step! iteration = 1333 , error before = 19143.549879 , error next = 19144.374513 , error change = -0.824634 , lambda = 2.000000 , time consumption = 0.490921s

successful step! iteration = 1334 , error before = 19143.549879 , error next = 19142.903421 , error change = 0.646458 , lambda = 0.200000 , time consumption = 0.501891s

unsuccessful step! iteration = 1335 , error before = 19142.903421 , error next = 19143.718252 , error change = -0.814830 , lambda = 2.000000 , time consumption = 0.494373s

successful step! iteration = 1336 , error before = 19142.903421 , error next = 19142.264650 , error change = 0.638771 , lambda = 0.200000 , time consumption = 0.495583s

unsuccessful step! iteration = 1337 , error before = 19142.264650 , error next = 19143.069792 , error change = -0.805142 , lambda = 2.000000 , time consumption = 0.498640s

successful step! iteration = 1338 , error before = 19142.264650 , error next = 19141.633474 , error change = 0.631176 , lambda = 0.200000 , time consumption = 0.496276s

unsuccessful step! iteration = 1339 , error before = 19141.633474 , error next = 19142.429043 , error change = -0.795569 , lambda = 2.000000 , time consumption = 0.488252s

successful step! iteration = 1340 , error before = 19141.633474 , error next = 19141.009803 , error change = 0.623671 , lambda = 0.200000 , time consumption = 0.496253s

unsuccessful step! iteration = 1341 , error before = 19141.009803 , error next = 19141.795912 , error change = -0.786109 , lambda = 2.000000 , time consumption = 0.474372s

successful step! iteration = 1342 , error before = 19141.009803 , error next = 19140.393549 , error change = 0.616254 , lambda = 0.200000 , time consumption = 0.482818s

unsuccessful step! iteration = 1343 , error before = 19140.393549 , error next = 19141.170310 , error change = -0.776761 , lambda = 2.000000 , time consumption = 0.487301s

successful step! iteration = 1344 , error before = 19140.393549 , error next = 19139.784623 , error change = 0.608926 , lambda = 0.200000 , time consumption = 0.498789s

unsuccessful step! iteration = 1345 , error before = 19139.784623 , error next = 19140.552147 , error change = -0.767524 , lambda = 2.000000 , time consumption = 0.481150s

successful step! iteration = 1346 , error before = 19139.784623 , error next = 19139.182940 , error change = 0.601684 , lambda = 0.200000 , time consumption = 0.481472s

unsuccessful step! iteration = 1347 , error before = 19139.182940 , error next = 19139.941336 , error change = -0.758396 , lambda = 2.000000 , time consumption = 0.475745s

successful step! iteration = 1348 , error before = 19139.182940 , error next = 19138.588412 , error change = 0.594527 , lambda = 0.200000 , time consumption = 0.486626s

unsuccessful step! iteration = 1349 , error before = 19138.588412 , error next = 19139.337788 , error change = -0.749376 , lambda = 2.000000 , time consumption = 0.481660s

successful step! iteration = 1350 , error before = 19138.588412 , error next = 19138.000957 , error change = 0.587456 , lambda = 0.200000 , time consumption = 0.478421s

unsuccessful step! iteration = 1351 , error before = 19138.000957 , error next = 19138.741419 , error change = -0.740463 , lambda = 2.000000 , time consumption = 0.489877s

successful step! iteration = 1352 , error before = 19138.000957 , error next = 19137.420488 , error change = 0.580468 , lambda = 0.200000 , time consumption = 0.478160s

unsuccessful step! iteration = 1353 , error before = 19137.420488 , error next = 19138.152144 , error change = -0.731655 , lambda = 2.000000 , time consumption = 0.480007s

successful step! iteration = 1354 , error before = 19137.420488 , error next = 19136.846925 , error change = 0.573563 , lambda = 0.200000 , time consumption = 0.490568s

unsuccessful step! iteration = 1355 , error before = 19136.846925 , error next = 19137.569877 , error change = -0.722952 , lambda = 2.000000 , time consumption = 0.477123s

successful step! iteration = 1356 , error before = 19136.846925 , error next = 19136.280185 , error change = 0.566740 , lambda = 0.200000 , time consumption = 0.493275s

unsuccessful step! iteration = 1357 , error before = 19136.280185 , error next = 19136.994537 , error change = -0.714352 , lambda = 2.000000 , time consumption = 0.474655s

successful step! iteration = 1358 , error before = 19136.280185 , error next = 19135.720188 , error change = 0.559998 , lambda = 0.200000 , time consumption = 0.472866s

unsuccessful step! iteration = 1359 , error before = 19135.720188 , error next = 19136.426041 , error change = -0.705854 , lambda = 2.000000 , time consumption = 0.473272s

successful step! iteration = 1360 , error before = 19135.720188 , error next = 19135.166853 , error change = 0.553335 , lambda = 0.200000 , time consumption = 0.473598s

unsuccessful step! iteration = 1361 , error before = 19135.166853 , error next = 19135.864309 , error change = -0.697456 , lambda = 2.000000 , time consumption = 0.472376s

successful step! iteration = 1362 , error before = 19135.166853 , error next = 19134.620101 , error change = 0.546751 , lambda = 0.200000 , time consumption = 0.469610s

unsuccessful step! iteration = 1363 , error before = 19134.620101 , error next = 19135.309259 , error change = -0.689158 , lambda = 2.000000 , time consumption = 0.468841s

successful step! iteration = 1364 , error before = 19134.620101 , error next = 19134.079856 , error change = 0.540246 , lambda = 0.200000 , time consumption = 0.499731s

unsuccessful step! iteration = 1365 , error before = 19134.079856 , error next = 19134.760813 , error change = -0.680958 , lambda = 2.000000 , time consumption = 0.487169s

successful step! iteration = 1366 , error before = 19134.079856 , error next = 19133.546038 , error change = 0.533817 , lambda = 0.200000 , time consumption = 0.496054s

unsuccessful step! iteration = 1367 , error before = 19133.546038 , error next = 19134.218893 , error change = -0.672855 , lambda = 2.000000 , time consumption = 0.480536s

successful step! iteration = 1368 , error before = 19133.546038 , error next = 19133.018573 , error change = 0.527465 , lambda = 0.200000 , time consumption = 0.484996s

unsuccessful step! iteration = 1369 , error before = 19133.018573 , error next = 19133.683422 , error change = -0.664848 , lambda = 2.000000 , time consumption = 0.478119s

successful step! iteration = 1370 , error before = 19133.018573 , error next = 19132.497385 , error change = 0.521188 , lambda = 0.200000 , time consumption = 0.476908s

unsuccessful step! iteration = 1371 , error before = 19132.497385 , error next = 19133.154322 , error change = -0.656936 , lambda = 2.000000 , time consumption = 0.483861s

successful step! iteration = 1372 , error before = 19132.497385 , error next = 19131.982400 , error change = 0.514985 , lambda = 0.200000 , time consumption = 0.476276s

unsuccessful step! iteration = 1373 , error before = 19131.982400 , error next = 19132.631519 , error change = -0.649118 , lambda = 2.000000 , time consumption = 0.477679s

successful step! iteration = 1374 , error before = 19131.982400 , error next = 19131.473544 , error change = 0.508856 , lambda = 0.200000 , time consumption = 0.477179s

unsuccessful step! iteration = 1375 , error before = 19131.473544 , error next = 19132.114937 , error change = -0.641393 , lambda = 2.000000 , time consumption = 0.474949s

successful step! iteration = 1376 , error before = 19131.473544 , error next = 19130.970745 , error change = 0.502800 , lambda = 0.200000 , time consumption = 0.477884s

unsuccessful step! iteration = 1377 , error before = 19130.970745 , error next = 19131.604504 , error change = -0.633759 , lambda = 2.000000 , time consumption = 0.486762s

successful step! iteration = 1378 , error before = 19130.970745 , error next = 19130.473930 , error change = 0.496815 , lambda = 0.200000 , time consumption = 0.466717s

unsuccessful step! iteration = 1379 , error before = 19130.473930 , error next = 19131.100146 , error change = -0.626216 , lambda = 2.000000 , time consumption = 0.466459s

successful step! iteration = 1380 , error before = 19130.473930 , error next = 19129.983029 , error change = 0.490901 , lambda = 0.200000 , time consumption = 0.465717s

unsuccessful step! iteration = 1381 , error before = 19129.983029 , error next = 19130.601791 , error change = -0.618762 , lambda = 2.000000 , time consumption = 0.469445s

successful step! iteration = 1382 , error before = 19129.983029 , error next = 19129.497972 , error change = 0.485057 , lambda = 0.200000 , time consumption = 0.470690s

unsuccessful step! iteration = 1383 , error before = 19129.497972 , error next = 19130.109368 , error change = -0.611396 , lambda = 2.000000 , time consumption = 0.488843s

successful step! iteration = 1384 , error before = 19129.497972 , error next = 19129.018689 , error change = 0.479283 , lambda = 0.200000 , time consumption = 0.485011s

unsuccessful step! iteration = 1385 , error before = 19129.018689 , error next = 19129.622807 , error change = -0.604118 , lambda = 2.000000 , time consumption = 0.479254s

successful step! iteration = 1386 , error before = 19129.018689 , error next = 19128.545112 , error change = 0.473577 , lambda = 0.200000 , time consumption = 0.482315s

unsuccessful step! iteration = 1387 , error before = 19128.545112 , error next = 19129.142038 , error change = -0.596926 , lambda = 2.000000 , time consumption = 0.479841s

successful step! iteration = 1388 , error before = 19128.545112 , error next = 19128.077173 , error change = 0.467939 , lambda = 0.200000 , time consumption = 0.473656s

unsuccessful step! iteration = 1389 , error before = 19128.077173 , error next = 19128.666992 , error change = -0.589819 , lambda = 2.000000 , time consumption = 0.481831s

successful step! iteration = 1390 , error before = 19128.077173 , error next = 19127.614806 , error change = 0.462367 , lambda = 0.200000 , time consumption = 0.478624s

unsuccessful step! iteration = 1391 , error before = 19127.614806 , error next = 19128.197602 , error change = -0.582797 , lambda = 2.000000 , time consumption = 0.495619s

successful step! iteration = 1392 , error before = 19127.614806 , error next = 19127.157944 , error change = 0.456862 , lambda = 0.200000 , time consumption = 0.484157s

unsuccessful step! iteration = 1393 , error before = 19127.157944 , error next = 19127.733801 , error change = -0.575858 , lambda = 2.000000 , time consumption = 0.492725s

successful step! iteration = 1394 , error before = 19127.157944 , error next = 19126.706522 , error change = 0.451422 , lambda = 0.200000 , time consumption = 0.489936s

unsuccessful step! iteration = 1395 , error before = 19126.706522 , error next = 19127.275523 , error change = -0.569001 , lambda = 2.000000 , time consumption = 0.490395s

successful step! iteration = 1396 , error before = 19126.706522 , error next = 19126.260475 , error change = 0.446046 , lambda = 0.200000 , time consumption = 0.477922s

unsuccessful step! iteration = 1397 , error before = 19126.260475 , error next = 19126.822701 , error change = -0.562225 , lambda = 2.000000 , time consumption = 0.479473s

successful step! iteration = 1398 , error before = 19126.260475 , error next = 19125.819741 , error change = 0.440735 , lambda = 0.200000 , time consumption = 0.479734s

unsuccessful step! iteration = 1399 , error before = 19125.819741 , error next = 19126.375271 , error change = -0.555530 , lambda = 2.000000 , time consumption = 0.493401s

successful step! iteration = 1400 , error before = 19125.819741 , error next = 19125.384255 , error change = 0.435486 , lambda = 0.200000 , time consumption = 0.497672s

unsuccessful step! iteration = 1401 , error before = 19125.384255 , error next = 19125.933169 , error change = -0.548914 , lambda = 2.000000 , time consumption = 0.480091s

successful step! iteration = 1402 , error before = 19125.384255 , error next = 19124.953955 , error change = 0.430299 , lambda = 0.200000 , time consumption = 0.478370s

unsuccessful step! iteration = 1403 , error before = 19124.953955 , error next = 19125.496333 , error change = -0.542377 , lambda = 2.000000 , time consumption = 0.484975s

successful step! iteration = 1404 , error before = 19124.953955 , error next = 19124.528781 , error change = 0.425175 , lambda = 0.200000 , time consumption = 0.495361s

unsuccessful step! iteration = 1405 , error before = 19124.528781 , error next = 19125.064698 , error change = -0.535917 , lambda = 2.000000 , time consumption = 0.488284s

successful step! iteration = 1406 , error before = 19124.528781 , error next = 19124.108671 , error change = 0.420110 , lambda = 0.200000 , time consumption = 0.491451s

unsuccessful step! iteration = 1407 , error before = 19124.108671 , error next = 19124.638205 , error change = -0.529534 , lambda = 2.000000 , time consumption = 0.473136s

successful step! iteration = 1408 , error before = 19124.108671 , error next = 19123.693564 , error change = 0.415106 , lambda = 0.200000 , time consumption = 0.474883s

unsuccessful step! iteration = 1409 , error before = 19123.693564 , error next = 19124.216791 , error change = -0.523227 , lambda = 2.000000 , time consumption = 0.473586s

successful step! iteration = 1410 , error before = 19123.693564 , error next = 19123.283402 , error change = 0.410162 , lambda = 0.200000 , time consumption = 0.495371s

unsuccessful step! iteration = 1411 , error before = 19123.283402 , error next = 19123.800397 , error change = -0.516995 , lambda = 2.000000 , time consumption = 0.478656s

successful step! iteration = 1412 , error before = 19123.283402 , error next = 19122.878127 , error change = 0.405276 , lambda = 0.200000 , time consumption = 0.485138s

unsuccessful step! iteration = 1413 , error before = 19122.878127 , error next = 19123.388963 , error change = -0.510836 , lambda = 2.000000 , time consumption = 0.487344s

successful step! iteration = 1414 , error before = 19122.878127 , error next = 19122.477679 , error change = 0.400448 , lambda = 0.200000 , time consumption = 0.483236s

unsuccessful step! iteration = 1415 , error before = 19122.477679 , error next = 19122.982430 , error change = -0.504751 , lambda = 2.000000 , time consumption = 0.488567s

successful step! iteration = 1416 , error before = 19122.477679 , error next = 19122.082002 , error change = 0.395677 , lambda = 0.200000 , time consumption = 0.485947s

unsuccessful step! iteration = 1417 , error before = 19122.082002 , error next = 19122.580739 , error change = -0.498738 , lambda = 2.000000 , time consumption = 0.481690s

successful step! iteration = 1418 , error before = 19122.082002 , error next = 19121.691039 , error change = 0.390963 , lambda = 0.200000 , time consumption = 0.486033s

unsuccessful step! iteration = 1419 , error before = 19121.691039 , error next = 19122.183835 , error change = -0.492796 , lambda = 2.000000 , time consumption = 0.482819s

successful step! iteration = 1420 , error before = 19121.691039 , error next = 19121.304734 , error change = 0.386305 , lambda = 0.200000 , time consumption = 0.477758s

unsuccessful step! iteration = 1421 , error before = 19121.304734 , error next = 19121.791658 , error change = -0.486924 , lambda = 2.000000 , time consumption = 0.476320s

successful step! iteration = 1422 , error before = 19121.304734 , error next = 19120.923032 , error change = 0.381702 , lambda = 0.200000 , time consumption = 0.480195s

unsuccessful step! iteration = 1423 , error before = 19120.923032 , error next = 19121.404155 , error change = -0.481123 , lambda = 2.000000 , time consumption = 0.475817s

successful step! iteration = 1424 , error before = 19120.923032 , error next = 19120.545878 , error change = 0.377154 , lambda = 0.200000 , time consumption = 0.499810s

unsuccessful step! iteration = 1425 , error before = 19120.545878 , error next = 19121.021268 , error change = -0.475390 , lambda = 2.000000 , time consumption = 0.482356s

successful step! iteration = 1426 , error before = 19120.545878 , error next = 19120.173218 , error change = 0.372660 , lambda = 0.200000 , time consumption = 0.481946s

unsuccessful step! iteration = 1427 , error before = 19120.173218 , error next = 19120.642943 , error change = -0.469726 , lambda = 2.000000 , time consumption = 0.481818s

successful step! iteration = 1428 , error before = 19120.173218 , error next = 19119.804999 , error change = 0.368219 , lambda = 0.200000 , time consumption = 0.479985s

unsuccessful step! iteration = 1429 , error before = 19119.804999 , error next = 19120.269127 , error change = -0.464128 , lambda = 2.000000 , time consumption = 0.484802s

successful step! iteration = 1430 , error before = 19119.804999 , error next = 19119.441168 , error change = 0.363831 , lambda = 0.200000 , time consumption = 0.478182s

unsuccessful step! iteration = 1431 , error before = 19119.441168 , error next = 19119.899765 , error change = -0.458597 , lambda = 2.000000 , time consumption = 0.477647s

successful step! iteration = 1432 , error before = 19119.441168 , error next = 19119.081672 , error change = 0.359495 , lambda = 0.200000 , time consumption = 0.473141s

unsuccessful step! iteration = 1433 , error before = 19119.081672 , error next = 19119.534804 , error change = -0.453132 , lambda = 2.000000 , time consumption = 0.474315s

successful step! iteration = 1434 , error before = 19119.081672 , error next = 19118.726462 , error change = 0.355211 , lambda = 0.200000 , time consumption = 0.489888s

unsuccessful step! iteration = 1435 , error before = 19118.726462 , error next = 19119.174193 , error change = -0.447732 , lambda = 2.000000 , time consumption = 0.483082s

successful step! iteration = 1436 , error before = 19118.726462 , error next = 19118.375485 , error change = 0.350977 , lambda = 0.200000 , time consumption = 0.477673s

unsuccessful step! iteration = 1437 , error before = 19118.375485 , error next = 19118.817880 , error change = -0.442396 , lambda = 2.000000 , time consumption = 0.488865s

successful step! iteration = 1438 , error before = 19118.375485 , error next = 19118.028691 , error change = 0.346794 , lambda = 0.200000 , time consumption = 0.476575s

unsuccessful step! iteration = 1439 , error before = 19118.028691 , error next = 19118.465813 , error change = -0.437123 , lambda = 2.000000 , time consumption = 0.483048s

successful step! iteration = 1440 , error before = 19118.028691 , error next = 19117.686030 , error change = 0.342660 , lambda = 0.200000 , time consumption = 0.468898s

unsuccessful step! iteration = 1441 , error before = 19117.686030 , error next = 19118.117943 , error change = -0.431913 , lambda = 2.000000 , time consumption = 0.466837s

successful step! iteration = 1442 , error before = 19117.686030 , error next = 19117.347454 , error change = 0.338576 , lambda = 0.200000 , time consumption = 0.466599s

unsuccessful step! iteration = 1443 , error before = 19117.347454 , error next = 19117.774219 , error change = -0.426764 , lambda = 2.000000 , time consumption = 0.467199s

successful step! iteration = 1444 , error before = 19117.347454 , error next = 19117.012915 , error change = 0.334540 , lambda = 0.200000 , time consumption = 0.467928s

unsuccessful step! iteration = 1445 , error before = 19117.012915 , error next = 19117.434592 , error change = -0.421677 , lambda = 2.000000 , time consumption = 0.465437s

successful step! iteration = 1446 , error before = 19117.012915 , error next = 19116.682363 , error change = 0.330552 , lambda = 0.200000 , time consumption = 0.465064s

unsuccessful step! iteration = 1447 , error before = 19116.682363 , error next = 19117.099013 , error change = -0.416651 , lambda = 2.000000 , time consumption = 0.468999s

successful step! iteration = 1448 , error before = 19116.682363 , error next = 19116.355751 , error change = 0.326611 , lambda = 0.200000 , time consumption = 0.466692s

unsuccessful step! iteration = 1449 , error before = 19116.355751 , error next = 19116.767435 , error change = -0.411684 , lambda = 2.000000 , time consumption = 0.466903s

successful step! iteration = 1450 , error before = 19116.355751 , error next = 19116.033034 , error change = 0.322717 , lambda = 0.200000 , time consumption = 0.466140s

unsuccessful step! iteration = 1451 , error before = 19116.033034 , error next = 19116.439810 , error change = -0.406776 , lambda = 2.000000 , time consumption = 0.485730s

successful step! iteration = 1452 , error before = 19116.033034 , error next = 19115.714164 , error change = 0.318870 , lambda = 0.200000 , time consumption = 0.475645s

unsuccessful step! iteration = 1453 , error before = 19115.714164 , error next = 19116.116090 , error change = -0.401926 , lambda = 2.000000 , time consumption = 0.479997s

successful step! iteration = 1454 , error before = 19115.714164 , error next = 19115.399096 , error change = 0.315068 , lambda = 0.200000 , time consumption = 0.477479s

unsuccessful step! iteration = 1455 , error before = 19115.399096 , error next = 19115.796230 , error change = -0.397134 , lambda = 2.000000 , time consumption = 0.477420s

successful step! iteration = 1456 , error before = 19115.399096 , error next = 19115.087784 , error change = 0.311312 , lambda = 0.200000 , time consumption = 0.476562s

unsuccessful step! iteration = 1457 , error before = 19115.087784 , error next = 19115.480183 , error change = -0.392399 , lambda = 2.000000 , time consumption = 0.475477s

successful step! iteration = 1458 , error before = 19115.087784 , error next = 19114.780185 , error change = 0.307600 , lambda = 0.200000 , time consumption = 0.475877s

unsuccessful step! iteration = 1459 , error before = 19114.780185 , error next = 19115.167905 , error change = -0.387720 , lambda = 2.000000 , time consumption = 0.480396s

successful step! iteration = 1460 , error before = 19114.780185 , error next = 19114.476253 , error change = 0.303932 , lambda = 0.200000 , time consumption = 0.474544s

unsuccessful step! iteration = 1461 , error before = 19114.476253 , error next = 19114.859350 , error change = -0.383097 , lambda = 2.000000 , time consumption = 0.471222s

successful step! iteration = 1462 , error before = 19114.476253 , error next = 19114.175946 , error change = 0.300307 , lambda = 0.200000 , time consumption = 0.474671s

unsuccessful step! iteration = 1463 , error before = 19114.175946 , error next = 19114.554475 , error change = -0.378529 , lambda = 2.000000 , time consumption = 0.476136s

successful step! iteration = 1464 , error before = 19114.175946 , error next = 19113.879220 , error change = 0.296726 , lambda = 0.200000 , time consumption = 0.479825s

unsuccessful step! iteration = 1465 , error before = 19113.879220 , error next = 19114.253235 , error change = -0.374015 , lambda = 2.000000 , time consumption = 0.483973s

successful step! iteration = 1466 , error before = 19113.879220 , error next = 19113.586032 , error change = 0.293188 , lambda = 0.200000 , time consumption = 0.480740s

unsuccessful step! iteration = 1467 , error before = 19113.586032 , error next = 19113.955587 , error change = -0.369555 , lambda = 2.000000 , time consumption = 0.484276s

successful step! iteration = 1468 , error before = 19113.586032 , error next = 19113.296341 , error change = 0.289691 , lambda = 0.200000 , time consumption = 0.476689s

unsuccessful step! iteration = 1469 , error before = 19113.296341 , error next = 19113.661488 , error change = -0.365147 , lambda = 2.000000 , time consumption = 0.478015s

