number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-10
unsuccessful step! iteration = 1067 , error before = 19355.267853 , error next = 19359.282356 , error change = -4.014503 , lambda = 2.000000 , time consumption = 0.508211s

successful step! iteration = 1068 , error before = 19355.267853 , error next = 19352.120169 , error change = 3.147684 , lambda = 0.200000 , time consumption = 0.484378s

unsuccessful step! iteration = 1069 , error before = 19352.120169 , error next = 19356.087484 , error change = -3.967315 , lambda = 2.000000 , time consumption = 0.478974s

successful step! iteration = 1070 , error before = 19352.120169 , error next = 19349.009491 , error change = 3.110679 , lambda = 0.200000 , time consumption = 0.477187s

unsuccessful step! iteration = 1071 , error before = 19349.009491 , error next = 19352.930167 , error change = -3.920676 , lambda = 2.000000 , time consumption = 0.476443s

successful step! iteration = 1072 , error before = 19349.009491 , error next = 19345.935387 , error change = 3.074104 , lambda = 0.200000 , time consumption = 0.477880s

unsuccessful step! iteration = 1073 , error before = 19345.935387 , error next = 19349.809966 , error change = -3.874580 , lambda = 2.000000 , time consumption = 0.477647s

successful step! iteration = 1074 , error before = 19345.935387 , error next = 19342.897432 , error change = 3.037955 , lambda = 0.200000 , time consumption = 0.481379s

unsuccessful step! iteration = 1075 , error before = 19342.897432 , error next = 19346.726452 , error change = -3.829020 , lambda = 2.000000 , time consumption = 0.492597s

successful step! iteration = 1076 , error before = 19342.897432 , error next = 19339.895205 , error change = 3.002227 , lambda = 0.200000 , time consumption = 0.482597s

unsuccessful step! iteration = 1077 , error before = 19339.895205 , error next = 19343.679195 , error change = -3.783990 , lambda = 2.000000 , time consumption = 0.481842s

successful step! iteration = 1078 , error before = 19339.895205 , error next = 19336.928291 , error change = 2.966914 , lambda = 0.200000 , time consumption = 0.494403s

unsuccessful step! iteration = 1079 , error before = 19336.928291 , error next = 19340.667776 , error change = -3.739484 , lambda = 2.000000 , time consumption = 0.492956s

successful step! iteration = 1080 , error before = 19336.928291 , error next = 19333.996278 , error change = 2.932013 , lambda = 0.200000 , time consumption = 0.483835s

unsuccessful step! iteration = 1081 , error before = 19333.996278 , error next = 19337.691775 , error change = -3.695497 , lambda = 2.000000 , time consumption = 0.478404s

successful step! iteration = 1082 , error before = 19333.996278 , error next = 19331.098760 , error change = 2.897518 , lambda = 0.200000 , time consumption = 0.480309s

unsuccessful step! iteration = 1083 , error before = 19331.098760 , error next = 19334.750782 , error change = -3.652022 , lambda = 2.000000 , time consumption = 0.480892s

successful step! iteration = 1084 , error before = 19331.098760 , error next = 19328.235334 , error change = 2.863426 , lambda = 0.200000 , time consumption = 0.487204s

unsuccessful step! iteration = 1085 , error before = 19328.235334 , error next = 19331.844388 , error change = -3.609053 , lambda = 2.000000 , time consumption = 0.477508s

successful step! iteration = 1086 , error before = 19328.235334 , error next = 19325.405604 , error change = 2.829730 , lambda = 0.200000 , time consumption = 0.479146s

unsuccessful step! iteration = 1087 , error before = 19325.405604 , error next = 19328.972190 , error change = -3.566585 , lambda = 2.000000 , time consumption = 0.473378s

successful step! iteration = 1088 , error before = 19325.405604 , error next = 19322.609177 , error change = 2.796427 , lambda = 0.200000 , time consumption = 0.478836s

unsuccessful step! iteration = 1089 , error before = 19322.609177 , error next = 19326.133789 , error change = -3.524612 , lambda = 2.000000 , time consumption = 0.479662s

successful step! iteration = 1090 , error before = 19322.609177 , error next = 19319.845665 , error change = 2.763512 , lambda = 0.200000 , time consumption = 0.474064s

unsuccessful step! iteration = 1091 , error before = 19319.845665 , error next = 19323.328793 , error change = -3.483128 , lambda = 2.000000 , time consumption = 0.478008s

successful step! iteration = 1092 , error before = 19319.845665 , error next = 19317.114685 , error change = 2.730981 , lambda = 0.200000 , time consumption = 0.474535s

unsuccessful step! iteration = 1093 , error before = 19317.114685 , error next = 19320.556812 , error change = -3.442127 , lambda = 2.000000 , time consumption = 0.478537s

successful step! iteration = 1094 , error before = 19317.114685 , error next = 19314.415856 , error change = 2.698829 , lambda = 0.200000 , time consumption = 0.484322s

unsuccessful step! iteration = 1095 , error before = 19314.415856 , error next = 19317.817461 , error change = -3.401605 , lambda = 2.000000 , time consumption = 0.474089s

successful step! iteration = 1096 , error before = 19314.415856 , error next = 19311.748804 , error change = 2.667052 , lambda = 0.200000 , time consumption = 0.472232s

unsuccessful step! iteration = 1097 , error before = 19311.748804 , error next = 19315.110359 , error change = -3.361555 , lambda = 2.000000 , time consumption = 0.473704s

successful step! iteration = 1098 , error before = 19311.748804 , error next = 19309.113159 , error change = 2.635645 , lambda = 0.200000 , time consumption = 0.476097s

unsuccessful step! iteration = 1099 , error before = 19309.113159 , error next = 19312.435130 , error change = -3.321972 , lambda = 2.000000 , time consumption = 0.473918s

successful step! iteration = 1100 , error before = 19309.113159 , error next = 19306.508553 , error change = 2.604605 , lambda = 0.200000 , time consumption = 0.473687s

unsuccessful step! iteration = 1101 , error before = 19306.508553 , error next = 19309.791404 , error change = -3.282850 , lambda = 2.000000 , time consumption = 0.475387s

successful step! iteration = 1102 , error before = 19306.508553 , error next = 19303.934626 , error change = 2.573927 , lambda = 0.200000 , time consumption = 0.474448s

unsuccessful step! iteration = 1103 , error before = 19303.934626 , error next = 19307.178811 , error change = -3.244185 , lambda = 2.000000 , time consumption = 0.476280s

successful step! iteration = 1104 , error before = 19303.934626 , error next = 19301.391019 , error change = 2.543607 , lambda = 0.200000 , time consumption = 0.472509s

unsuccessful step! iteration = 1105 , error before = 19301.391019 , error next = 19304.596990 , error change = -3.205971 , lambda = 2.000000 , time consumption = 0.482196s

successful step! iteration = 1106 , error before = 19301.391019 , error next = 19298.877377 , error change = 2.513641 , lambda = 0.200000 , time consumption = 0.475975s

unsuccessful step! iteration = 1107 , error before = 19298.877377 , error next = 19302.045581 , error change = -3.168204 , lambda = 2.000000 , time consumption = 0.481292s

successful step! iteration = 1108 , error before = 19298.877377 , error next = 19296.393352 , error change = 2.484025 , lambda = 0.200000 , time consumption = 0.499659s

unsuccessful step! iteration = 1109 , error before = 19296.393352 , error next = 19299.524229 , error change = -3.130877 , lambda = 2.000000 , time consumption = 0.491184s

successful step! iteration = 1110 , error before = 19296.393352 , error next = 19293.938598 , error change = 2.454754 , lambda = 0.200000 , time consumption = 0.483747s

unsuccessful step! iteration = 1111 , error before = 19293.938598 , error next = 19297.032583 , error change = -3.093985 , lambda = 2.000000 , time consumption = 0.480026s

successful step! iteration = 1112 , error before = 19293.938598 , error next = 19291.512773 , error change = 2.425825 , lambda = 0.200000 , time consumption = 0.470832s

unsuccessful step! iteration = 1113 , error before = 19291.512773 , error next = 19294.570297 , error change = -3.057525 , lambda = 2.000000 , time consumption = 0.466723s

successful step! iteration = 1114 , error before = 19291.512773 , error next = 19289.115538 , error change = 2.397235 , lambda = 0.200000 , time consumption = 0.468796s

unsuccessful step! iteration = 1115 , error before = 19289.115538 , error next = 19292.137028 , error change = -3.021490 , lambda = 2.000000 , time consumption = 0.469593s

successful step! iteration = 1116 , error before = 19289.115538 , error next = 19286.746561 , error change = 2.368977 , lambda = 0.200000 , time consumption = 0.466747s

unsuccessful step! iteration = 1117 , error before = 19286.746561 , error next = 19289.732437 , error change = -2.985876 , lambda = 2.000000 , time consumption = 0.468234s

successful step! iteration = 1118 , error before = 19286.746561 , error next = 19284.405510 , error change = 2.341051 , lambda = 0.200000 , time consumption = 0.468214s

unsuccessful step! iteration = 1119 , error before = 19284.405510 , error next = 19287.356188 , error change = -2.950678 , lambda = 2.000000 , time consumption = 0.468320s

successful step! iteration = 1120 , error before = 19284.405510 , error next = 19282.092060 , error change = 2.313450 , lambda = 0.200000 , time consumption = 0.478347s

unsuccessful step! iteration = 1121 , error before = 19282.092060 , error next = 19285.007952 , error change = -2.915891 , lambda = 2.000000 , time consumption = 0.469876s

successful step! iteration = 1122 , error before = 19282.092060 , error next = 19279.805889 , error change = 2.286172 , lambda = 0.200000 , time consumption = 0.470903s

unsuccessful step! iteration = 1123 , error before = 19279.805889 , error next = 19282.687400 , error change = -2.881511 , lambda = 2.000000 , time consumption = 0.470833s

successful step! iteration = 1124 , error before = 19279.805889 , error next = 19277.546676 , error change = 2.259212 , lambda = 0.200000 , time consumption = 0.483304s

unsuccessful step! iteration = 1125 , error before = 19277.546676 , error next = 19280.394209 , error change = -2.847533 , lambda = 2.000000 , time consumption = 0.469448s

successful step! iteration = 1126 , error before = 19277.546676 , error next = 19275.314108 , error change = 2.232568 , lambda = 0.200000 , time consumption = 0.474593s

unsuccessful step! iteration = 1127 , error before = 19275.314108 , error next = 19278.128059 , error change = -2.813951 , lambda = 2.000000 , time consumption = 0.470174s

successful step! iteration = 1128 , error before = 19275.314108 , error next = 19273.107872 , error change = 2.206236 , lambda = 0.200000 , time consumption = 0.486750s

unsuccessful step! iteration = 1129 , error before = 19273.107872 , error next = 19275.888635 , error change = -2.780763 , lambda = 2.000000 , time consumption = 0.478773s

successful step! iteration = 1130 , error before = 19273.107872 , error next = 19270.927661 , error change = 2.180211 , lambda = 0.200000 , time consumption = 0.474850s

unsuccessful step! iteration = 1131 , error before = 19270.927661 , error next = 19273.675623 , error change = -2.747962 , lambda = 2.000000 , time consumption = 0.477760s

successful step! iteration = 1132 , error before = 19270.927661 , error next = 19268.773171 , error change = 2.154491 , lambda = 0.200000 , time consumption = 0.476227s
