number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-1
unsuccessful step! iteration = 197 , error before = 56330.500523 , error next = 56816.600873 , error change = -486.100351 , lambda = 2.000000 , time consumption = 0.453508s

successful step! iteration = 198 , error before = 56330.500523 , error next = 55948.242283 , error change = 382.258240 , lambda = 0.200000 , time consumption = 0.456297s

unsuccessful step! iteration = 199 , error before = 55948.242283 , error next = 56429.645559 , error change = -481.403276 , lambda = 2.000000 , time consumption = 0.469492s

successful step! iteration = 200 , error before = 55948.242283 , error next = 55569.673547 , error change = 378.568736 , lambda = 0.200000 , time consumption = 0.468910s

unsuccessful step! iteration = 201 , error before = 55569.673547 , error next = 56046.427808 , error change = -476.754261 , lambda = 2.000000 , time consumption = 0.464495s

successful step! iteration = 202 , error before = 55569.673547 , error next = 55194.757398 , error change = 374.916149 , lambda = 0.200000 , time consumption = 0.462736s

unsuccessful step! iteration = 203 , error before = 55194.757398 , error next = 55666.909581 , error change = -472.152183 , lambda = 2.000000 , time consumption = 0.465007s

successful step! iteration = 204 , error before = 55194.757398 , error next = 54823.457715 , error change = 371.299683 , lambda = 0.200000 , time consumption = 0.462038s

unsuccessful step! iteration = 205 , error before = 54823.457715 , error next = 55291.053710 , error change = -467.595995 , lambda = 2.000000 , time consumption = 0.463460s

successful step! iteration = 206 , error before = 54823.457715 , error next = 54455.739119 , error change = 367.718596 , lambda = 0.200000 , time consumption = 0.466138s

unsuccessful step! iteration = 207 , error before = 54455.739119 , error next = 54918.823840 , error change = -463.084721 , lambda = 2.000000 , time consumption = 0.463123s

successful step! iteration = 208 , error before = 54455.739119 , error next = 54091.566928 , error change = 364.172191 , lambda = 0.200000 , time consumption = 0.462677s

unsuccessful step! iteration = 209 , error before = 54091.566928 , error next = 54550.184377 , error change = -458.617449 , lambda = 2.000000 , time consumption = 0.476114s

successful step! iteration = 210 , error before = 54091.566928 , error next = 53730.907108 , error change = 360.659820 , lambda = 0.200000 , time consumption = 0.462872s

unsuccessful step! iteration = 211 , error before = 53730.907108 , error next = 54185.100434 , error change = -454.193326 , lambda = 2.000000 , time consumption = 0.462555s

successful step! iteration = 212 , error before = 53730.907108 , error next = 53373.726237 , error change = 357.180871 , lambda = 0.200000 , time consumption = 0.465064s

unsuccessful step! iteration = 213 , error before = 53373.726237 , error next = 53823.537792 , error change = -449.811555 , lambda = 2.000000 , time consumption = 0.473762s

successful step! iteration = 214 , error before = 53373.726237 , error next = 53019.991466 , error change = 353.734771 , lambda = 0.200000 , time consumption = 0.467705s

unsuccessful step! iteration = 215 , error before = 53019.991466 , error next = 53465.462851 , error change = -445.471385 , lambda = 2.000000 , time consumption = 0.466266s

successful step! iteration = 216 , error before = 53019.991466 , error next = 52669.670486 , error change = 350.320981 , lambda = 0.200000 , time consumption = 0.460054s

unsuccessful step! iteration = 217 , error before = 52669.670486 , error next = 53110.842598 , error change = -441.172113 , lambda = 2.000000 , time consumption = 0.466574s

successful step! iteration = 218 , error before = 52669.670486 , error next = 52322.731494 , error change = 346.938992 , lambda = 0.200000 , time consumption = 0.468364s

unsuccessful step! iteration = 219 , error before = 52322.731494 , error next = 52759.644568 , error change = -436.913074 , lambda = 2.000000 , time consumption = 0.475440s

successful step! iteration = 220 , error before = 52322.731494 , error next = 51979.143171 , error change = 343.588323 , lambda = 0.200000 , time consumption = 0.471482s

unsuccessful step! iteration = 221 , error before = 51979.143171 , error next = 52411.836815 , error change = -432.693644 , lambda = 2.000000 , time consumption = 0.460748s

successful step! iteration = 222 , error before = 51979.143171 , error next = 51638.874648 , error change = 340.268522 , lambda = 0.200000 , time consumption = 0.489843s

unsuccessful step! iteration = 223 , error before = 51638.874648 , error next = 52067.387880 , error change = -428.513232 , lambda = 2.000000 , time consumption = 0.453728s

successful step! iteration = 224 , error before = 51638.874648 , error next = 51301.895491 , error change = 336.979157 , lambda = 0.200000 , time consumption = 0.453650s

unsuccessful step! iteration = 225 , error before = 51301.895491 , error next = 51726.266770 , error change = -424.371279 , lambda = 2.000000 , time consumption = 0.453844s

successful step! iteration = 226 , error before = 51301.895491 , error next = 50968.175672 , error change = 333.719819 , lambda = 0.200000 , time consumption = 0.453556s

unsuccessful step! iteration = 227 , error before = 50968.175672 , error next = 51388.442926 , error change = -420.267254 , lambda = 2.000000 , time consumption = 0.451537s

successful step! iteration = 228 , error before = 50968.175672 , error next = 50637.685552 , error change = 330.490120 , lambda = 0.200000 , time consumption = 0.451077s

unsuccessful step! iteration = 229 , error before = 50637.685552 , error next = 51053.886205 , error change = -416.200653 , lambda = 2.000000 , time consumption = 0.457747s

successful step! iteration = 230 , error before = 50637.685552 , error next = 50310.395863 , error change = 327.289689 , lambda = 0.200000 , time consumption = 0.458433s

unsuccessful step! iteration = 231 , error before = 50310.395863 , error next = 50722.566861 , error change = -412.170998 , lambda = 2.000000 , time consumption = 0.462978s

successful step! iteration = 232 , error before = 50310.395863 , error next = 49986.277692 , error change = 324.118172 , lambda = 0.200000 , time consumption = 0.466988s

unsuccessful step! iteration = 233 , error before = 49986.277692 , error next = 50394.455523 , error change = -408.177831 , lambda = 2.000000 , time consumption = 0.451623s

successful step! iteration = 234 , error before = 49986.277692 , error next = 49665.302462 , error change = 320.975230 , lambda = 0.200000 , time consumption = 0.450955s

unsuccessful step! iteration = 235 , error before = 49665.302462 , error next = 50069.523177 , error change = -404.220715 , lambda = 2.000000 , time consumption = 0.452413s

successful step! iteration = 236 , error before = 49665.302462 , error next = 49347.441923 , error change = 317.860539 , lambda = 0.200000 , time consumption = 0.451785s

unsuccessful step! iteration = 237 , error before = 49347.441923 , error next = 49747.741156 , error change = -400.299232 , lambda = 2.000000 , time consumption = 0.452420s

successful step! iteration = 238 , error before = 49347.441923 , error next = 49032.668136 , error change = 314.773787 , lambda = 0.200000 , time consumption = 0.452040s

unsuccessful step! iteration = 239 , error before = 49032.668136 , error next = 49429.081118 , error change = -396.412982 , lambda = 2.000000 , time consumption = 0.451824s

successful step! iteration = 240 , error before = 49032.668136 , error next = 48720.953461 , error change = 311.714675 , lambda = 0.200000 , time consumption = 0.449796s

unsuccessful step! iteration = 241 , error before = 48720.953461 , error next = 49113.515040 , error change = -392.561578 , lambda = 2.000000 , time consumption = 0.452179s

successful step! iteration = 242 , error before = 48720.953461 , error next = 48412.270548 , error change = 308.682913 , lambda = 0.200000 , time consumption = 0.454098s

unsuccessful step! iteration = 243 , error before = 48412.270548 , error next = 48801.015199 , error change = -388.744651 , lambda = 2.000000 , time consumption = 0.449648s

successful step! iteration = 244 , error before = 48412.270548 , error next = 48106.592324 , error change = 305.678224 , lambda = 0.200000 , time consumption = 0.452666s

unsuccessful step! iteration = 245 , error before = 48106.592324 , error next = 48491.554166 , error change = -384.961842 , lambda = 2.000000 , time consumption = 0.451531s

successful step! iteration = 246 , error before = 48106.592324 , error next = 47803.891988 , error change = 302.700336 , lambda = 0.200000 , time consumption = 0.453314s

unsuccessful step! iteration = 247 , error before = 47803.891988 , error next = 48185.104795 , error change = -381.212807 , lambda = 2.000000 , time consumption = 0.452721s

successful step! iteration = 248 , error before = 47803.891988 , error next = 47504.142999 , error change = 299.748989 , lambda = 0.200000 , time consumption = 0.451796s

unsuccessful step! iteration = 249 , error before = 47504.142999 , error next = 47881.640210 , error change = -377.497211 , lambda = 2.000000 , time consumption = 0.452114s

successful step! iteration = 250 , error before = 47504.142999 , error next = 47207.319069 , error change = 296.823930 , lambda = 0.200000 , time consumption = 0.450460s

unsuccessful step! iteration = 251 , error before = 47207.319069 , error next = 47581.133800 , error change = -373.814730 , lambda = 2.000000 , time consumption = 0.450940s

successful step! iteration = 252 , error before = 47207.319069 , error next = 46913.394158 , error change = 293.924911 , lambda = 0.200000 , time consumption = 0.450642s

unsuccessful step! iteration = 253 , error before = 46913.394158 , error next = 47283.559209 , error change = -370.165051 , lambda = 2.000000 , time consumption = 0.452579s

successful step! iteration = 254 , error before = 46913.394158 , error next = 46622.342463 , error change = 291.051694 , lambda = 0.200000 , time consumption = 0.453096s

unsuccessful step! iteration = 255 , error before = 46622.342463 , error next = 46988.890331 , error change = -366.547868 , lambda = 2.000000 , time consumption = 0.451093s

successful step! iteration = 256 , error before = 46622.342463 , error next = 46334.138418 , error change = 288.204045 , lambda = 0.200000 , time consumption = 0.452032s

unsuccessful step! iteration = 257 , error before = 46334.138418 , error next = 46697.101301 , error change = -362.962883 , lambda = 2.000000 , time consumption = 0.451768s

successful step! iteration = 258 , error before = 46334.138418 , error next = 46048.756682 , error change = 285.381736 , lambda = 0.200000 , time consumption = 0.464383s

unsuccessful step! iteration = 259 , error before = 46048.756682 , error next = 46408.166488 , error change = -359.409806 , lambda = 2.000000 , time consumption = 0.466981s
